,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
59,2020-03-27,61.870115681685185,62.63385241294803,60.47482598604524,60.64373016357422,204216800,0.0,0.0,AAPL
60,2020-03-30,61.37809005510763,62.548175359054014,61.05007158715662,62.37437438964844,167976400,0.0,0.0,AAPL
61,2020-03-31,62.56776454856994,64.2543486430492,61.68652695514454,62.24708938598633,197002000,0.0,0.0,AAPL
62,2020-04-01,60.34018743209361,60.8836165994636,58.536102698849355,58.971824645996094,176218400,0.0,0.0,AAPL
63,2020-04-02,58.83229277971946,60.00972137649401,57.990222238488215,59.955867767333984,165934000,0.0,0.0,AAPL
64,2020-04-03,59.434477911185176,60.14436102904671,58.49694019962636,59.09422302246094,129880000,0.0,0.0,AAPL
65,2020-04-06,61.41726149125212,64.40611863053081,61.04518670054873,64.24945831298828,201820400,0.0,0.0,AAPL
66,2020-04-07,66.28852282329602,66.50883778490052,63.40003022584867,63.505287170410156,202887200,0.0,0.0,AAPL
67,2020-04-08,64.31554397357033,65.44891267915922,63.94591947659023,65.13069152832031,168895200,0.0,0.0,AAPL
68,2020-04-09,65.77448984948283,66.10984796572981,64.79533857503027,65.6006851196289,161834800,0.0,0.0,AAPL
69,2020-04-13,65.67900767489886,66.99841737518494,65.0719313002315,66.88825988769531,131022800,0.0,0.0,AAPL
70,2020-04-14,68.54059098533774,70.56009054115573,68.06325173855723,70.26634216308594,194994800,0.0,0.0,AAPL
71,2020-04-15,69.12807343392359,70.09008769793867,68.69480171593906,69.62499237060547,131154400,0.0,0.0,AAPL
72,2020-04-16,70.34713450210936,70.54786233476791,69.11585189837729,70.17823028564453,157125200,0.0,0.0,AAPL
73,2020-04-17,69.68863516579944,70.24185795085387,67.77194262430986,69.22598266601562,215250000,0.0,0.0,AAPL
74,2020-04-20,68.0387813890526,68.95183522806336,67.76951327782123,67.78909301757812,130015200,0.0,0.0,AAPL
75,2020-04-21,67.62996729708343,67.867411741575,64.97401840032636,65.69369506835938,180991600,0.0,0.0,AAPL
76,2020-04-22,66.97639545671167,68.02653735284228,66.63125118578849,67.58592224121094,116862400,0.0,0.0,AAPL
77,2020-04-23,67.52960307571016,68.96895640462472,67.28481529787653,67.32398223876953,124814400,0.0,0.0,AAPL
78,2020-04-24,67.85518563255286,69.27740224691799,67.80622508118482,69.26760864257812,126161200,0.0,0.0,AAPL
79,2020-04-27,68.98119330475346,69.6519169006976,68.52834188874706,69.31655883789062,117087600,0.0,0.0,AAPL
80,2020-04-28,69.78409850886817,69.9676893477445,68.09996482198693,68.19297790527344,112004800,0.0,0.0,AAPL
81,2020-04-29,69.69843685220502,70.90768924895579,69.49281598523092,70.43280029296875,137280800,0.0,0.0,AAPL
82,2020-04-30,70.9786635744103,72.09734553729264,70.58455882894238,71.91864776611328,183064000,0.0,0.0,AAPL
83,2020-05-01,70.07050746596953,73.19155190331838,69.97259384043258,70.76081085205078,240616800,0.0,0.0,AAPL
84,2020-05-04,70.78528493667454,71.89172300212547,70.08763827643732,71.7619857788086,133568000,0.0,0.0,AAPL
85,2020-05-05,72.22707328545552,73.6811131254919,72.08019914064116,72.83904266357422,147751200,0.0,0.0,AAPL
86,2020-05-06,73.54894369821542,74.22945351487827,73.15973197465266,73.59056091308594,142333600,0.0,0.0,AAPL
87,2020-05-07,74.22455020320338,74.70188935753015,73.9185654812837,74.35183715820312,115215200,0.0,0.0,AAPL
88,2020-05-08,75.01945880066341,76.17552800947476,74.68809928486235,76.12152862548828,133838400,0.205,0.0,AAPL
89,2020-05-11,75.62328017006264,77.82005705876884,75.41218890185647,77.31934356689453,145946400,0.0,0.0,AAPL
90,2020-05-12,78.01150997975871,78.46805169283896,76.3129971311837,76.43572235107422,162301200,0.0,0.0,AAPL
91,2020-05-13,76.617367454357,77.55008379241659,74.42303951750232,75.5128402709961,200622400,0.0,0.0,AAPL
92,2020-05-14,74.7421149485112,76.03809295591381,74.01066994984139,75.97673034667969,158929200,0.0,0.0,AAPL
93,2020-05-15,73.72103072679248,75.57417829050695,73.68666407458704,75.52754211425781,166348400,0.0,0.0,AAPL
94,2020-05-18,76.86770939414588,77.6850559763479,76.16817421662756,77.30706024169922,135178400,0.0,0.0,AAPL
95,2020-05-19,77.32423363114006,78.180853068333,76.8284265555259,76.86033630371094,101729600,0.0,0.0,AAPL
96,2020-05-20,77.72923761740599,78.42631591501245,77.68996465113278,78.35514068603516,111504800,0.0,0.0,AAPL
97,2020-05-21,78.21523022856503,78.76258735121426,77.5304214726092,77.77096557617188,102688800,0.0,0.0,AAPL
98,2020-05-22,77.50588629804814,78.35515025260918,77.40280130322844,78.27169799804688,81803200,0.0,0.0,AAPL
99,2020-05-26,79.4032205929523,79.5848515290163,77.68506744256383,77.74152374267578,125522000,0.0,0.0,AAPL
100,2020-05-27,77.59669298682856,78.22749482148377,76.8480647731211,78.0802230834961,112945200,0.0,0.0,AAPL
101,2020-05-28,77.75132420002677,79.38848174153846,77.47151462583915,78.11459350585938,133560800,0.0,0.0,AAPL
102,2020-05-29,78.36004499864565,78.8263992890941,77.67769314448157,78.03850555419922,153532400,0.0,0.0,AAPL
103,2020-06-01,77.9918665583009,79.1209399247612,77.85932124161832,78.99821472167969,80791200,0.0,0.0,AAPL
104,2020-06-02,78.72822169320933,79.38848391787747,78.28150013403751,79.36393737792969,87642800,0.0,0.0,AAPL
105,2020-06-03,79.68792956656065,80.0659252884709,79.10866271436235,79.80083465576172,104491200,0.0,0.0,AAPL
106,2020-06-04,79.62165526986962,79.92355445433627,78.73557547064095,79.11357116699219,87560400,0.0,0.0,AAPL
107,2020-06-05,79.36639424880018,81.42817626423786,79.336941397095,81.36681365966797,137250400,0.0,0.0,AAPL
108,2020-06-08,81.0599990315112,81.88225941457412,80.34083111792705,81.84789276123047,95654400,0.0,0.0,AAPL
109,2020-06-09,81.5238986397982,84.83010830395129,81.49198888962762,84.43247985839844,147712400,0.0,0.0,AAPL
110,2020-06-10,85.39220297701678,87.07844623022173,84.94793829859505,86.60472869873047,166651600,0.0,0.0,AAPL
111,2020-06-11,85.73829942262408,86.16783772681883,82.34372286303139,82.44680786132812,201662400,0.0,0.0,AAPL
112,2020-06-12,84.61166964543438,85.36765364822527,82.03444021827312,83.15859985351562,200146000,0.0,0.0,AAPL
113,2020-06-15,81.79635739831744,84.84730450519417,81.63190231115576,84.18704223632812,138808800,0.0,0.0,AAPL
114,2020-06-16,86.26600430797384,86.69309314122198,84.61167083978273,86.41818237304688,165428800,0.0,0.0,AAPL
115,2020-06-17,87.1717232035859,87.23308581424456,86.17519500573346,86.29792022705078,114406400,0.0,0.0,AAPL
116,2020-06-18,86.2537294617064,86.75445039537239,85.71619246465734,86.332275390625,96820400,0.0,0.0,AAPL
117,2020-06-19,87.04653994722182,87.51780055568017,84.71721038382285,85.83892059326172,264476000,0.0,0.0,AAPL
118,2020-06-22,86.2365516845364,88.22960794314717,86.18991550439947,88.08479309082031,135445200,0.0,0.0,AAPL
119,2020-06-23,89.34395366370383,91.40082939983463,88.9193217367802,89.9649429321289,212155600,0.0,0.0,AAPL
120,2020-06-24,89.58941022826227,90.51966948935713,87.99888868706282,88.37688446044922,192623200,0.0,0.0,AAPL
121,2020-06-25,88.53397942314015,89.58941335133183,87.76571832385804,89.55014038085938,137522400,0.0,0.0,AAPL
122,2020-06-26,89.4445848831745,89.66794565533105,86.64890111542755,86.79862976074219,205256800,0.0,0.0,AAPL
123,2020-06-29,86.70536512108548,88.89478627080011,86.22182747032808,88.79905700683594,130646000,0.0,0.0,AAPL
124,2020-06-30,88.38177986270313,89.82994326637397,88.36214712585138,89.5403060913086,140223200,0.0,0.0,AAPL
125,2020-07-01,89.61884846201403,90.1686549586602,89.32185557665267,89.37094116210938,110737200,0.0,0.0,AAPL
126,2020-07-02,90.28893074771533,90.93200959444648,89.25558666553785,89.37094116210938,114041600,0.0,0.0,AAPL
127,2020-07-06,90.81665682610499,92.23535997636097,90.78474707251553,91.76164245605469,118655600,0.0,0.0,AAPL
128,2020-07-07,92.14453886368632,92.93243257855592,91.36400836145842,91.47691345214844,112424400,0.0,0.0,AAPL
129,2020-07-08,92.46607896402811,93.63933162686052,92.37771292114111,93.607421875,117092000,0.0,0.0,AAPL
130,2020-07-09,94.51067743277021,94.56467682262571,92.94961641966908,94.00996398925781,125642800,0.0,0.0,AAPL
131,2020-07-10,93.60005492011415,94.23332114873769,92.98152260684277,94.17440795898438,90257200,0.0,0.0,AAPL
132,2020-07-13,95.49494405862946,98.13599309241997,93.52397739787854,93.73997497558594,191649200,0.0,0.0,AAPL
133,2020-07-14,93.11406259206092,95.48511441714894,92.16908451970393,95.29121398925781,170989200,0.0,0.0,AAPL
134,2020-07-15,97.18853446725625,97.4413480696989,94.73403056371521,95.9465560913086,153198000,0.0,0.0,AAPL
135,2020-07-16,94.80522603057196,95.63239275887457,94.15969021859384,94.76595306396484,110577600,0.0,0.0,AAPL
136,2020-07-17,95.22249374396381,95.37957811818589,94.09586972082484,94.57450103759766,92186800,0.0,0.0,AAPL
137,2020-07-20,94.66287557532024,96.70747446810458,94.31433265068321,96.56756591796875,90318000,0.0,0.0,AAPL
138,2020-07-21,97.36772107340866,97.44381009917899,94.98194285397797,95.23475646972656,103433200,0.0,0.0,AAPL
139,2020-07-22,94.93286488260922,96.19202685024045,94.84450631883661,95.50231170654297,89001600,0.0,0.0,AAPL
140,2020-07-23,95.23231619300046,95.31086213349151,90.33558428724459,91.15538787841797,197004400,0.0,0.0,AAPL
141,2020-07-24,89.3317031930133,91.27812365812017,87.52272690383194,90.92958068847656,185438800,0.0,0.0,AAPL
142,2020-07-27,92.0046447740493,93.17789761261022,91.77883455722595,93.08462524414062,121214000,0.0,0.0,AAPL
143,2020-07-28,92.65016477902253,92.82934627147245,91.55054426678892,91.55545806884766,103625600,0.0,0.0,AAPL
144,2020-07-29,92.04389984396829,93.49696950534783,92.00708378214105,93.3104248046875,90329200,0.0,0.0,AAPL
145,2020-07-30,92.47345372902016,94.54505605214743,92.06109878550602,94.43951416015625,158130000,0.0,0.0,AAPL
146,2020-07-31,101.01267490015779,104.47843387073085,98.99015820650627,104.32625579833984,374336800,0.0,0.0,AAPL
147,2020-08-03,106.23094295555478,109.60588636321864,105.92904372104111,106.95502471923828,308151200,0.0,0.0,AAPL
148,2020-08-04,107.14648560295579,108.77382329958671,106.41504055877525,107.66929626464844,173071600,0.0,0.0,AAPL
149,2020-08-05,107.38703083419567,108.38355908104658,106.91576266532192,108.05956268310547,121776800,0.0,0.0,AAPL
150,2020-08-06,108.39581703982587,112.3303871092092,107.79937429628069,111.82966613769531,202428800,0.0,0.0,AAPL
151,2020-08-07,111.3452629708742,111.80754298208714,108.48061120409757,109.28713989257812,198045600,0.205,0.0,AAPL
152,2020-08-10,110.75019490309408,111.90589489205826,108.19290945319385,110.87560272216797,212403600,0.0,0.0,AAPL
153,2020-08-11,110.13054873064372,110.63462633640745,107.31507111702966,107.57817840576172,187902400,0.0,0.0,AAPL
154,2020-08-12,108.68223630865252,111.41411123062198,108.48552492540747,111.1534652709961,165598000,0.0,0.0,AAPL
155,2020-08-13,112.5501471519078,114.13616004428069,112.0558998079103,113.12062072753906,210082000,0.0,0.0,AAPL
156,2020-08-14,112.94356442657852,113.1107698506011,111.18788496216693,113.01979064941406,165565200,0.0,0.0,AAPL
157,2020-08-17,114.15579966800325,114.18039046330429,112.09030043168765,112.72470092773438,119561600,0.0,0.0,AAPL
158,2020-08-18,112.4739032894934,114.09433704662993,112.13456979331752,113.66402435302734,105633600,0.0,0.0,AAPL
159,2020-08-19,114.07712439428914,115.23773951919149,113.71074626828629,113.806640625,145538000,0.0,0.0,AAPL
160,2020-08-20,113.84844215216073,116.44753257850897,113.83122784373407,116.33196258544922,126907200,0.0,0.0,AAPL
161,2020-08-21,117.30324394151202,122.81616789409966,117.29095229404791,122.32684326171875,338054800,0.0,0.0,AAPL
162,2020-08-24,126.58322679497601,126.6692983326626,121.90143041261017,123.78988647460938,345937600,0.0,0.0,AAPL
163,2020-08-25,122.64893747617451,123.12350903327508,121.03095778368089,122.77433776855469,211495600,0.0,0.0,AAPL
164,2020-08-26,124.10710517398402,124.90625735903697,123.02763138976457,124.44397735595703,163022400,0.0,0.0,AAPL
165,2020-08-27,125.05380395050304,125.39067615753567,121.79817555014438,122.95633697509766,155552400,0.0,0.0,AAPL
166,2020-08-28,123.94234714174645,124.3652833455822,122.53092391101849,122.75714874267578,187630000,0.0,0.0,AAPL
167,2020-08-31,125.48412865562851,128.84794339206542,123.93008295725375,126.92013549804688,225702700,0.0,4.0,AAPL
168,2020-09-01,130.57899202021028,132.58548697750555,128.3856310202109,131.9756622314453,151948100,0.0,0.0,AAPL
169,2020-09-02,135.32962908507457,135.713221454791,124.91360819283209,129.24131774902344,200119000,0.0,0.0,AAPL
170,2020-09-03,124.82510972330627,126.7233962300263,118.52041042962493,118.8941650390625,257599600,0.0,0.0,AAPL
171,2020-09-04,118.09746866142828,121.66783168271742,109.06827901282422,118.97284698486328,332607200,0.0,0.0,AAPL
172,2020-09-08,112.07801681546196,117.03522017209734,110.82888378405144,110.96658325195312,231366600,0.0,0.0,AAPL
173,2020-09-09,115.33364250654506,117.18275496764744,113.36649871658413,115.39265441894531,176940500,0.0,0.0,AAPL
174,2020-09-10,118.38271382120043,118.52041328610446,110.65183813018051,111.62557220458984,182274400,0.0,0.0,AAPL
175,2020-09-11,112.68784445310303,113.33700557916018,108.19292068481445,110.16006469726562,180860300,0.0,0.0,AAPL
176,2020-09-14,112.83536598371877,114.02548704442006,110.94690979669149,113.46485137939453,140150100,0.0,0.0,AAPL
177,2020-09-15,116.38606563168143,116.87785158550003,111.74360502698464,113.64189910888672,184642000,0.0,0.0,AAPL
178,2020-09-16,113.33699708484617,114.09434417109277,110.19940021884247,110.28791809082031,154679000,0.0,0.0,AAPL
179,2020-09-17,107.91750349416948,110.35675745529431,106.92409383455308,108.52731323242188,178011000,0.0,0.0,AAPL
180,2020-09-18,108.58633697195599,109.058447271732,104.3471370695532,105.0848159790039,287104900,0.0,0.0,AAPL
181,2020-09-21,102.82261672097339,108.37979996452235,101.406270654269,108.2716064453125,195713800,0.0,0.0,AAPL
182,2020-09-22,110.8288776402937,111.00592087550415,107.36670799002674,109.9731674194336,183055400,0.0,0.0,AAPL
183,2020-09-23,109.78628734667065,110.26823542897979,105.01595809912028,105.36021423339844,150718700,0.0,0.0,AAPL
184,2020-09-24,103.44226400016308,108.43881149163614,103.275058563463,106.4421615600586,167743300,0.0,0.0,AAPL
185,2020-09-25,106.6486975171592,110.59282279306397,105.90118079935864,110.4354476928711,149981400,0.0,0.0,AAPL
186,2020-09-28,113.12061562166336,113.42552053443609,110.92724680252448,113.0714340209961,137672400,0.0,0.0,AAPL
187,2020-09-29,112.66815551448845,113.4156646982958,111.70425182455293,112.21570587158203,99382200,0.0,0.0,AAPL
188,2020-09-30,111.92063607971079,115.333631428105,111.75343067459906,113.9074478149414,142675200,0.0,0.0,AAPL
189,2020-10-01,115.7073953760925,115.78608292747539,113.92713267438768,114.8713607788086,116120400,0.0,0.0,AAPL
190,2020-10-02,111.03543028665428,113.47469188058,110.37643891999355,111.16329193115234,144712000,0.0,0.0,AAPL
191,2020-10-05,112.03868057390738,114.73366552310178,111.68459408375826,114.58612823486328,106243800,0.0,0.0,AAPL
192,2020-10-06,113.79926858539588,114.21237449648835,110.40594844980902,111.3010025024414,161498200,0.0,0.0,AAPL
193,2020-10-07,112.7370109631907,113.65173310669107,112.25505534173607,113.189453125,96849000,0.0,0.0,AAPL
194,2020-10-08,114.34023149176726,114.48776877514888,112.7074985627112,113.08126068115234,83477200,0.0,0.0,AAPL
195,2020-10-09,113.38616204556321,115.07790683385544,113.0320755780575,115.04840087890625,100506900,0.0,0.0,AAPL
196,2020-10-12,118.08763280963254,123.12352333618047,117.32044797442863,122.35633850097656,240226800,0.0,0.0,AAPL
197,2020-10-13,123.21204275380182,123.3300740776516,117.68437374118044,119.11054992675781,262330500,0.0,0.0,AAPL
198,2020-10-14,119.01220035788086,121.00885012191335,117.65487383211966,119.19908142089844,150712000,0.0,0.0,AAPL
199,2020-10-15,116.76966081689413,119.20891500283145,116.20902511654047,118.72696685791016,112559200,0.0,0.0,AAPL
200,2020-10-16,119.28758689716169,119.55315548586526,116.85816334656535,117.06471252441406,115393800,0.0,0.0,AAPL
201,2020-10-19,117.98928072803287,118.44172288814211,113.75992618576404,114.07466888427734,120639300,0.0,0.0,AAPL
202,2020-10-20,114.29105968646977,117.02539606107433,113.73042396484026,115.57954406738281,124423700,0.0,0.0,AAPL
203,2020-10-21,114.75333908842127,116.75982679283705,114.53695205597568,114.95005798339844,89946000,0.0,0.0,AAPL
204,2020-10-22,115.52052671036967,116.10083808400064,112.70751023114926,113.84845733642578,101988000,0.0,0.0,AAPL
205,2020-10-23,114.47792885536542,114.63530395583462,112.4025916182893,113.15010833740234,82572600,0.0,0.0,AAPL
206,2020-10-26,112.13702701798866,114.635300379565,111.02558604175753,113.15994262695312,111850700,0.0,0.0,AAPL
207,2020-10-27,113.59270582489545,115.35330025891422,112.65831561039812,114.6844711303711,92276800,0.0,0.0,AAPL
208,2020-10-28,113.15994963633973,113.53370425535857,109.27483614470778,109.3731918334961,143937800,0.0,0.0,AAPL
209,2020-10-29,110.5239726065029,115.00905788667626,110.35675968722376,113.42550659179688,146129200,0.0,0.0,AAPL
210,2020-10-30,109.23547967396989,110.15020173111039,105.95035352504938,107.07162475585938,190272600,0.0,0.0,AAPL
211,2020-11-02,107.31752685692494,108.8617343857688,105.55693231699786,106.98310852050781,122866900,0.0,0.0,AAPL
212,2020-11-03,107.85849416316279,109.6584249704475,106.94377202986233,108.62567901611328,107624400,0.0,0.0,AAPL
213,2020-11-04,112.2649012277168,113.69107754667046,110.50430654527611,113.06159210205078,138235500,0.0,0.0,AAPL
214,2020-11-05,116.01230261963114,117.65487339594542,114.95005067056644,117.0745620727539,126387100,0.0,0.0,AAPL
215,2020-11-06,116.57701427339788,117.44404818682634,114.4192730079391,116.94156646728516,114457900,0.205,0.0,AAPL
216,2020-11-09,118.72489214592792,120.19294057475531,114.34044892825355,114.6064682006836,154515300,0.0,0.0,AAPL
217,2020-11-10,113.84780849178166,115.8577501519315,112.44872113637761,114.2616195678711,138023400,0.0,0.0,AAPL
218,2020-11-11,115.46365311516539,117.86770387638785,114.72470151492396,117.72976684570312,112295000,0.0,0.0,AAPL
219,2020-11-12,117.85785939471864,118.75445011542503,116.82332412305286,117.45389556884766,103162300,0.0,0.0,AAPL
220,2020-11-13,117.68050725307516,117.90711486635041,116.13363554596243,117.50315856933594,81581900,0.0,0.0,AAPL
221,2020-11-16,117.1681714474779,119.20767769431477,116.40951773003826,118.52784729003906,91183000,0.0,0.0,AAPL
222,2020-11-17,117.78888746010344,118.89238369972419,117.20757496215663,117.63124084472656,74271000,0.0,0.0,AAPL
223,2020-11-18,116.86274039821669,118.05491481996158,116.2617257906504,116.2912826538086,76322100,0.0,0.0,AAPL
224,2020-11-19,115.85776053743875,117.30610695058586,115.08925203666799,116.89229583740234,74113000,0.0,0.0,AAPL
225,2020-11-20,116.89228735621154,117.02036959137865,115.56217600776881,115.61143493652344,73604300,0.0,0.0,AAPL
226,2020-11-23,115.45379847601848,115.88731915417834,112.0743261857376,112.1728515625,127959300,0.0,0.0,AAPL
227,2020-11-24,112.2319782222906,114.14339467820527,110.93141612500168,113.4734115600586,113874200,0.0,0.0,AAPL
228,2020-11-25,113.8478149229917,115.03013449775135,113.473407961281,114.32073974609375,76499200,0.0,0.0,AAPL
229,2020-11-27,114.85278023188417,115.75922569631102,114.50793766574398,114.87248229980469,46691300,0.0,0.0,AAPL
230,2020-11-30,115.24691104423584,119.18798687022593,115.08926440303357,117.29627227783203,169410200,0.0,0.0,AAPL
231,2020-12-01,119.22737696018689,121.65113725262904,118.2421081819419,120.91218566894531,127728200,0.0,0.0,AAPL
232,2020-12-02,120.22250139022393,121.55262034713131,119.10915029935819,121.26689147949219,89004200,0.0,0.0,AAPL
233,2020-12-03,121.70039456785534,121.95656655156394,120.40969489090764,121.12894439697266,78967600,0.0,0.0,AAPL
234,2020-12-04,120.79396216957238,121.05013418098119,119.7298699840327,120.4491195678711,78260400,0.0,0.0,AAPL
235,2020-12-07,120.5082276970976,122.73493734851687,120.44911397298176,121.92701721191406,86712000,0.0,0.0,AAPL
236,2020-12-08,122.53788221652273,123.13889678026423,121.27673185002945,122.5477294921875,82225500,0.0,0.0,AAPL
237,2020-12-09,122.69552751971338,124.09460746931295,119.2175297150448,119.98603820800781,115089200,0.0,0.0,AAPL
238,2020-12-10,118.72488804618595,122.04524654247882,118.3800454764236,121.42452239990234,81312200,0.0,0.0,AAPL
239,2020-12-11,120.6264525556676,120.95159304507196,118.77415002418896,120.60675048828125,86939800,0.0,0.0,AAPL
